,economy,series,2005,2006,2007,2008,2009,2010
115,BEL,SE.PRM.CUAT.MA.ZS,,93.6534118652344,,94.3770523071289,94.5121688842773,93.9965667724609
116,BEL,SE.PRM.CUAT.ZS,,92.4834671020508,,93.0106506347656,93.2641372680664,92.6636505126953
117,BEL,SE.SEC.CUAT.LO.FE.ZS,,73.9989318847656,,75.1468124389648,76.4084167480469,77.0858383178711
118,BEL,SE.SEC.CUAT.LO.MA.ZS,,79.7918014526367,,81.7366027832031,82.6720428466797,82.3820495605469
119,BEL,SE.SEC.CUAT.LO.ZS,,76.7874526977539,,78.3239135742188,79.4299163818359,79.641487121582
120,BEL,SE.SEC.CUAT.PO.FE.ZS,,27.9833908081055,,29.0378494262695,30.3489303588867,31.7003498077393
121,BEL,SE.SEC.CUAT.PO.MA.ZS,,28.4451503753662,,29.7625293731689,30.9062309265137,31.7834396362305
122,BEL,SE.SEC.CUAT.PO.ZS,,28.205659866333,,29.3872299194336,30.6177597045898,31.7404499053955
123,BEL,SE.SEC.CUAT.UP.FE.ZS,,55.4673690795898,,57.6325607299805,59.2774085998535,59.7529106140137
124,BEL,SE.SEC.CUAT.UP.MA.ZS,,60.1738395690918,,63.422779083252,64.2847518920898,63.8468017578125
125,BEL,SE.SEC.CUAT.UP.ZS,,57.7329292297363,,60.4241600036621,61.6929016113281,61.7283782958984
126,BEL,SE.TER.CUAT.ST.FE.ZS,,26.385290145874,,27.0722198486328,28.2386798858643,30.0507793426514
127,BEL,SE.TER.CUAT.ST.MA.ZS,,27.1440105438232,,27.7624206542969,28.656379699707,29.9484901428223
128,BEL,SE.TER.CUAT.ST.ZS,,26.750509262085,,27.4049797058105,28.4401702880859,30.0014400482178
129,BFA,SE.PRM.CUAT.FE.ZS,,7.4342999458313,2.56136989593506,,,
130,BFA,SE.PRM.CUAT.MA.ZS,,15.8229198455811,8.0298900604248,,,
131,BFA,SE.PRM.CUAT.ZS,,11.2709999084473,5.16847991943359,,,
132,BFA,SE.SEC.CUAT.LO.FE.ZS,,5.13467979431152,0.941760003566742,,,
133,BFA,SE.SEC.CUAT.LO.MA.ZS,,11.2642602920532,3.23733997344971,,,
134,BFA,SE.SEC.CUAT.LO.ZS,,7.93815994262695,2.03617000579834,,,
135,BFA,SE.SEC.CUAT.PO.FE.ZS,,0.994040012359619,0.101410001516342,,,
136,BFA,SE.SEC.CUAT.PO.MA.ZS,,2.83456993103027,0.448920011520386,,,
137,BFA,SE.SEC.CUAT.PO.ZS,,1.83583998680115,0.267089992761612,,,
138,BFA,SE.SEC.CUAT.UP.FE.ZS,,2.29676008224487,0.159559994935989,,,
139,BFA,SE.SEC.CUAT.UP.MA.ZS,,6.03676986694336,0.863359987735748,,,
140,BFA,SE.SEC.CUAT.UP.ZS,,4.00731992721558,0.495099991559982,,,
141,BFA,SE.TER.CUAT.ST.FE.ZS,,0.994040012359619,0.0270799994468689,,,
142,BFA,SE.TER.CUAT.ST.MA.ZS,,2.83456993103027,0.318170011043549,,,
143,BFA,SE.TER.CUAT.ST.ZS,,1.83583998680115,0.16584999859333,,,
144,BGR,SE.SEC.CUAT.LO.FE.ZS,,89.1170501708984,90.0057525634766,90.4278717041016,90.9444580078125,91.7403793334961
145,BGR,SE.SEC.CUAT.LO.MA.ZS,,93.6214065551758,94.1538467407227,94.0871505737305,94.3940963745117,94.8641586303711
146,BGR,SE.SEC.CUAT.LO.ZS,,91.254020690918,91.9721832275391,92.1616134643555,92.5782165527344,93.219612121582
147,BGR,SE.SEC.CUAT.UP.FE.ZS,,62.8856582641602,65.1368103027344,65.8481292724609,66.6328430175781,67.9579696655273
148,BGR,SE.SEC.CUAT.UP.MA.ZS,,66.1807098388672,69.1106872558594,69.5717468261719,70.0680465698242,71.4570999145508
149,BGR,SE.SEC.CUAT.UP.ZS,,64.4489135742188,67.0206527709961,67.6123504638672,68.2597579956055,69.6149520874023
150,BGR,SE.TER.CUAT.BA.FE.ZS,,21.9722595214844,22.224100112915,22.6010494232178,23.1817893981934,23.633279800415
151,BGR,SE.TER.CUAT.BA.MA.ZS,,16.7709808349609,17.1444702148438,17.5093898773193,17.5846900939941,17.4761695861816
152,BGR,SE.TER.CUAT.BA.ZS,,19.5046501159668,19.8160705566406,20.1886596679688,20.5309906005859,20.7176494598389
153,BGR,SE.TER.CUAT.ST.FE.ZS,,21.9722595214844,22.224100112915,22.6010494232178,23.1817893981934,23.633279800415
154,BGR,SE.TER.CUAT.ST.MA.ZS,,16.7709808349609,17.1444702148438,17.5093898773193,17.5846900939941,17.4761695861816
155,BGR,SE.TER.CUAT.ST.ZS,,19.5046501159668,19.8160705566406,20.1886596679688,20.5309906005859,20.7176494598389
156,BHR,SE.PRM.CUAT.FE.ZS,,,,,,63.8701705932617
157,BHR,SE.PRM.CUAT.MA.ZS,,,,,,70.4668579101563
158,BHR,SE.PRM.CUAT.ZS,,,,,,68.296989440918
159,BHR,SE.SEC.CUAT.LO.FE.ZS,,,,,,56.704418182373
160,BHR,SE.SEC.CUAT.LO.MA.ZS,,,,,,54.0099906921387
161,BHR,SE.SEC.CUAT.LO.ZS,,,,,,54.8962707519531
162,BHR,SE.SEC.CUAT.PO.FE.ZS,,,,,,43.2208709716797
163,BHR,SE.SEC.CUAT.PO.MA.ZS,,,,,,38.5999908447266
164,BHR,SE.SEC.CUAT.PO.ZS,,,,,,40.1199493408203
165,BHR,SE.SEC.CUAT.UP.FE.ZS,,,,,,45.208740234375
166,BHR,SE.SEC.CUAT.UP.MA.ZS,,,,,,40.5956001281738
167,BHR,SE.SEC.CUAT.UP.ZS,,,,,,42.1130104064941
168,BHR,SE.TER.CUAT.BA.FE.ZS,,,,,,10.8434200286865
169,BHR,SE.TER.CUAT.BA.MA.ZS,,,,,,8.81070041656494
170,BHR,SE.TER.CUAT.BA.ZS,,,,,,9.47933006286621
171,BHR,SE.TER.CUAT.DO.FE.ZS,,,,,,0.145930007100105
172,BHR,SE.TER.CUAT.DO.MA.ZS,,,,,,0.248309999704361
173,BHR,SE.TER.CUAT.DO.ZS,,,,,,0.214629992842674
174,BHR,SE.TER.CUAT.MS.FE.ZS,,,,,,0.856280028820038
175,BHR,SE.TER.CUAT.MS.MA.ZS,,,,,,1.07530999183655
176,BHR,SE.TER.CUAT.MS.ZS,,,,,,1.00327003002167
177,BHR,SE.TER.CUAT.ST.FE.ZS,,,,,,21.5620803833008
178,BHR,SE.TER.CUAT.ST.MA.ZS,,,,,,18.1463298797607
179,BHR,SE.TER.CUAT.ST.ZS,,,,,,19.2698802947998
180,BHS,SE.PRM.CUAT.FE.ZS,,,,,,95.2796020507813
181,BHS,SE.PRM.CUAT.MA.ZS,,,,,,94.850471496582
182,BHS,SE.PRM.CUAT.ZS,,,,,,95.0777130126953
183,BHS,SE.SEC.CUAT.LO.FE.ZS,,,,,,89.1729888916016
184,BHS,SE.SEC.CUAT.LO.MA.ZS,,,,,,89.0967788696289
185,BHS,SE.SEC.CUAT.LO.ZS,,,,,,89.1371307373047
186,BHS,SE.SEC.CUAT.PO.FE.ZS,,,,,,34.6637382507324
187,BHS,SE.SEC.CUAT.PO.MA.ZS,,,,,,27.4248008728027
188,BHS,SE.SEC.CUAT.PO.ZS,,,,,,31.2580509185791
189,BHS,SE.SEC.CUAT.UP.FE.ZS,,,,,,82.4593811035156
190,BHS,SE.SEC.CUAT.UP.MA.ZS,,,,,,81.2230682373047
191,BHS,SE.SEC.CUAT.UP.ZS,,,,,,81.8777313232422
192,BHS,SE.TER.CUAT.BA.FE.ZS,,,,,,17.4848194122314
193,BHS,SE.TER.CUAT.BA.MA.ZS,,,,,,12.6875896453857
194,BHS,SE.TER.CUAT.BA.ZS,,,,,,15.227879524231
195,BHS,SE.TER.CUAT.DO.FE.ZS,,,,,,0.393150001764297
196,BHS,SE.TER.CUAT.DO.MA.ZS,,,,,,0.534630000591278
197,BHS,SE.TER.CUAT.DO.ZS,,,,,,0.46000999212265
198,BHS,SE.TER.CUAT.MS.FE.ZS,,,,,,4.4193000793457
199,BHS,SE.TER.CUAT.MS.MA.ZS,,,,,,3.82965993881226
200,BHS,SE.TER.CUAT.MS.ZS,,,,,,4.14190006256104
201,BHS,SE.TER.CUAT.ST.FE.ZS,,,,,,26.9583396911621
202,BHS,SE.TER.CUAT.ST.MA.ZS,,,,,,18.3200206756592
203,BHS,SE.TER.CUAT.ST.ZS,,,,,,22.8942909240723
204,BIH,SE.PRM.CUAT.FE.ZS,,,,,,63.2518882751465
205,BIH,SE.PRM.CUAT.MA.ZS,,,,,,83.7604904174805
206,BIH,SE.PRM.CUAT.ZS,,,,,,73.0996322631836
207,BIH,SE.SEC.CUAT.LO.FE.ZS,,,,,,44.8143501281738
208,BIH,SE.SEC.CUAT.LO.MA.ZS,,,,,,70.0242309570313
209,BIH,SE.SEC.CUAT.LO.ZS,,,,,,56.9195289611816
210,BIH,SE.SEC.CUAT.PO.FE.ZS,,,,,,8.00965023040771
211,BIH,SE.SEC.CUAT.PO.MA.ZS,,,,,,10.5415897369385
212,BIH,SE.SEC.CUAT.PO.ZS,,,,,,9.22542953491211
213,BIH,SE.SEC.CUAT.UP.FE.ZS,,,,,,27.9086303710938
214,BIH,SE.SEC.CUAT.UP.MA.ZS,,,,,,34.5828514099121
215,BIH,SE.SEC.CUAT.UP.ZS,,,,,,31.1134300231934
216,BIH,SE.TER.CUAT.ST.FE.ZS,,,,,,5.12504005432129
217,BIH,SE.TER.CUAT.ST.MA.ZS,,,,,,6.38215017318726
218,BIH,SE.TER.CUAT.ST.ZS,,,,,,5.72868013381958
219,BLR,SE.PRM.CUAT.FE.ZS,,,,,98.6236114501953,
220,BLR,SE.PRM.CUAT.MA.ZS,,,,,99.5513610839844,
221,BLR,SE.PRM.CUAT.ZS,,,,,99.0356292724609,
222,BLR,SE.SEC.CUAT.LO.FE.ZS,,,,,89.4478912353516,
223,BLR,SE.SEC.CUAT.LO.MA.ZS,,,,,94.9732818603516,
224,BLR,SE.SEC.CUAT.LO.ZS,,,,,91.9017486572266,
225,BLR,SE.SEC.CUAT.PO.FE.ZS,,,,,63.4703788757324,
226,BLR,SE.SEC.CUAT.PO.MA.ZS,,,,,63.2583618164063,
227,BLR,SE.SEC.CUAT.PO.ZS,,,,,63.376220703125,
228,BLR,SE.SEC.CUAT.UP.FE.ZS,,,,,82.4667892456055,
229,BLR,SE.SEC.CUAT.UP.MA.ZS,,,,,87.8423385620117,
230,BLR,SE.SEC.CUAT.UP.ZS,,,,,84.8541030883789,
231,BLR,SE.TER.CUAT.ST.FE.ZS,,,,,54.4286003112793,
232,BLR,SE.TER.CUAT.ST.MA.ZS,,,,,48.1876907348633,
233,BLR,SE.TER.CUAT.ST.ZS,,,,,51.6569786071777,
234,BLZ,SE.PRM.CUAT.FE.ZS,67.6150894165039,,,,,99.7909698486328
235,BLZ,SE.PRM.CUAT.MA.ZS,69.0708923339844,,,,,99.7959594726563
236,BLZ,SE.PRM.CUAT.ZS,68.3176422119141,,,,,99.7934417724609
237,BLZ,SE.SEC.CUAT.LO.FE.ZS,24.5790500640869,,,,,83.7570266723633
238,BLZ,SE.SEC.CUAT.LO.MA.ZS,25.0886993408203,,,,,84.1162719726563
239,BLZ,SE.SEC.CUAT.LO.ZS,24.8250007629395,,,,,83.9347686767578
240,BLZ,SE.SEC.CUAT.PO.FE.ZS,10.8620195388794,,,,,15.8064603805542
241,BLZ,SE.SEC.CUAT.PO.MA.ZS,11.2599096298218,,,,,15.0518703460693
242,BLZ,SE.SEC.CUAT.PO.ZS,11.0540399551392,,,,,15.4331197738647
243,BLZ,SE.SEC.CUAT.UP.FE.ZS,,,,,,37.2705993652344
244,BLZ,SE.SEC.CUAT.UP.MA.ZS,,,,,,36.3740501403809
245,BLZ,SE.SEC.CUAT.UP.ZS,,,,,,36.827018737793
246,BLZ,SE.TER.CUAT.ST.FE.ZS,,,,,,5.56085014343262
247,BLZ,SE.TER.CUAT.ST.MA.ZS,,,,,,5.87948989868164
248,BLZ,SE.TER.CUAT.ST.ZS,,,,,,5.7185001373291
249,BMU,SE.SEC.CUAT.PO.FE.ZS,,,,,,54.3386001586914
250,BMU,SE.SEC.CUAT.PO.MA.ZS,,,,,,47.2976913452148
251,BMU,SE.SEC.CUAT.PO.ZS,,,,,,51.0059700012207
252,BMU,SE.SEC.CUAT.UP.FE.ZS,,,,,,80.304557800293
253,BMU,SE.SEC.CUAT.UP.MA.ZS,,,,,,73.3566970825195
254,BMU,SE.SEC.CUAT.UP.ZS,,,,,,77.0159683227539
255,BMU,SE.TER.CUAT.BA.FE.ZS,,,,,,30.4598999023438
256,BMU,SE.TER.CUAT.BA.MA.ZS,,,,,,25.9518909454346
257,BMU,SE.TER.CUAT.BA.ZS,,,,,,28.326150894165
258,BMU,SE.TER.CUAT.DO.FE.ZS,,,,,,0.649320006370544
259,BMU,SE.TER.CUAT.DO.MA.ZS,,,,,,0.886659979820251
260,BMU,SE.TER.CUAT.DO.ZS,,,,,,0.761659979820251
261,BMU,SE.TER.CUAT.MS.FE.ZS,,,,,,8.99662971496582
262,BMU,SE.TER.CUAT.MS.MA.ZS,,,,,,6.98705005645752
263,BMU,SE.TER.CUAT.MS.ZS,,,,,,8.04545021057129
264,BMU,SE.TER.CUAT.ST.FE.ZS,,,,,,41.2987403869629
265,BMU,SE.TER.CUAT.ST.MA.ZS,,,,,,32.9876289367676
266,BMU,SE.TER.CUAT.ST.ZS,,,,,,37.3648910522461
267,BOL,SE.PRM.CUAT.FE.ZS,,41.0239486694336,,43.8707008361816,45.9159393310547,
268,BOL,SE.PRM.CUAT.MA.ZS,,50.9593696594238,,56.2597885131836,57.8530502319336,
269,BOL,SE.PRM.CUAT.ZS,,45.7668914794922,,49.7661895751953,51.6560516357422,
270,BOL,SE.SEC.CUAT.LO.FE.ZS,,37.3868217468262,,39.9066009521484,41.6084785461426,
271,BOL,SE.SEC.CUAT.LO.MA.ZS,,47.3307495117188,,49.8123588562012,52.680118560791,
272,BOL,SE.SEC.CUAT.LO.ZS,,42.1338195800781,,44.6203689575195,46.9324188232422,
273,BOL,SE.SEC.CUAT.PO.FE.ZS,,19.2028293609619,,18.6900291442871,21.0277099609375,
274,BOL,SE.SEC.CUAT.PO.MA.ZS,,22.793399810791,,22.5673904418945,24.6501197814941,
275,BOL,SE.SEC.CUAT.PO.ZS,,20.9168796539307,,20.535120010376,22.7695903778076,
276,BOL,SE.SEC.CUAT.UP.FE.ZS,,30.4727993011475,,32.2409210205078,34.4241790771484,
277,BOL,SE.SEC.CUAT.UP.MA.ZS,,36.8052215576172,,40.3193092346191,42.7808609008789,
278,BOL,SE.SEC.CUAT.UP.ZS,,33.4957504272461,,36.0851097106934,38.4426002502441,
279,BOL,SE.TER.CUAT.ST.FE.ZS,,19.2028293609619,,18.6900291442871,21.0277099609375,
280,BOL,SE.TER.CUAT.ST.MA.ZS,,22.793399810791,,22.5673904418945,24.6501197814941,
281,BOL,SE.TER.CUAT.ST.ZS,,20.9168796539307,,20.535120010376,22.7695903778076,
282,BRA,SE.PRM.CUAT.FE.ZS,,73.094612121582,73.8994598388672,74.7647476196289,74.0604095458984,
283,BRA,SE.PRM.CUAT.MA.ZS,,72.1844329833984,73.1097106933594,73.7541198730469,73.097053527832,
284,BRA,SE.PRM.CUAT.ZS,,72.6650009155273,73.5270614624023,74.2895584106445,73.6067123413086,
285,BRA,SE.SEC.CUAT.LO.FE.ZS,,46.4452018737793,48.4203300476074,50.4843597412109,51.0410385131836,52.0154418945313
286,BRA,SE.SEC.CUAT.LO.MA.ZS,,44.3501510620117,46.6974601745605,48.4941787719727,49.041259765625,49.0857200622559
287,BRA,SE.SEC.CUAT.LO.ZS,,45.4563293457031,47.6079216003418,49.5485992431641,50.0992317199707,50.6151885986328
288,BRA,SE.SEC.CUAT.PO.FE.ZS,,9.12119960784912,10.1406097412109,10.8358097076416,11.5665798187256,12.5146598815918
289,BRA,SE.SEC.CUAT.PO.MA.ZS,,8.10297966003418,8.42728042602539,9.09022998809814,9.50755023956299,9.97198963165283
290,BRA,SE.SEC.CUAT.PO.ZS,,8.64058971405029,9.3326997756958,10.0150604248047,10.5968704223633,11.2994003295898
